area;ciudad;conglomerado;vivienda;hogar;s11p11a;s11p11b;s11p12a;s11p12b;s11p13a;s11p13b;s11p14a;s11p14b;s11p15a;s11p15b;s11p16a;s11p16b;s11p17a;s11p17b;s11p18a;s11p18b;s11p19a;s11p19b;s11p110a;s11p110b;s11p111a;s11p111b;s11p112a;s11p113a;s11p113b;s11p114a;s11p114b;s11p2;estrato3;fexp3;upm;id_hogar
1;10150; 10150001306;2;1;2; ;2; ;2; ;1;2;1;1;2; ;1;1;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2713;1501,45753488071;010150001306;010150001306021
1;10150; 10150001306;6;1;1;1;2; ;1;1;1;6;1;1;2; ;1;2;1;1;1;1;2; ;2; ;1;1;1;2; ;1;2713;1512,07178405152;010150001306;010150001306061
1;10150; 10150001306;8;1;1;1;1;1;1;1;1;2;2; ;2; ;1;3;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2713;1512,07178405152;010150001306;010150001306081
1;10150; 10150001306;10;1;1;1;2; ;1;1;2; ;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2713;1501,45753488071;010150001306;010150001306101
1;10150; 10150001306;13;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2713;1501,45753488071;010150001306;010150001306131
1;10150; 10150001306;15;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;2713;1512,07178405152;010150001306;010150001306151
1;10150; 10150001903;4;1;1;1;1;1;2; ;1;1;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;2713;1423,36988165123;010150001903;010150001903041
1;10150; 10150001903;6;1;1;1;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2713;1433,4321060133;010150001903;010150001903061
1;10150; 10150001903;8;1;1;1;2; ;2; ;1;2;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;2713;2018,39075796723;010150001903;010150001903081
1;10150; 10150001903;10;1;2; ;1;2;1;1;1;2;1;2;2; ;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;1;2713;1433,4321060133;010150001903;010150001903101
1;10150; 10150001903;12;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2;2; ;2; ;2;2713;1423,36988165123;010150001903;010150001903121
1;10150; 10150001903;14;1;2; ;2; ;2; ;1;2;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;2713;1753,05618223781;010150001903;010150001903141
1;10150; 10150004403;6;1;2; ;1;2;1;1;1;4;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;2; ;2; ;1;2713;1365,74225656267;010150004403;010150004403061
1;10150; 10150004403;8;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;2713;1356,15519279548;010150004403;010150004403081
1;10150; 10150004403;10;1;1;1;1;1;2; ;1;2;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;2713;1923,07786106322;010150004403;010150004403101
1;10150; 10150004403;13;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;2713;1670,27297363214;010150004403;010150004403131
1;10150; 10150004403;14;1;1;2;1;2;1;1;1;4;1;1;1;1;2; ;1;1;1;1;1;1;2; ;1;1;1;2; ;1;2713;1356,15519279548;010150004403;010150004403141
1;10150; 10150004403;16;1;2; ;2; ;1;1;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;2713;1365,74225656267;010150004403;010150004403161
1;10150; 10150013201;2;1;2; ;1;2;2; ;1;2;1;1;2; ;1;1;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2712;1898,72877531821;010150013201;010150013201021
1;10150; 10150013201;6;1;2; ;1;1;1;1;1;3;2; ;2; ;1;2;1;1;1;1;1;1;2; ;1;1;1;2; ;1;2712;1348,44988583555;010150013201;010150013201061
1;10150; 10150013201;10;1;2; ;1;1;2; ;1;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;2; ;2; ;1;2712;1338,98420885276;010150013201;010150013201101
1;10150; 10150013201;12;1;1;1;1;1;2; ;1;1;1;1;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;2712;1338,98420885276;010150013201;010150013201121
1;10150; 10150014303;2;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;2712;1716,73619874117;010150014303;010150014303021
1;10150; 10150014303;4;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2712;1704,68527234588;010150014303;010150014303041
1;10150; 10150014303;8;1;2; ;1;1;2; ;1;2;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2712;1704,68527234588;010150014303;010150014303081
1;10150; 10150014303;10;1;2; ;1;1;2; ;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2712;1704,68527234588;010150014303;010150014303101
1;10150; 10150014303;12;1;2; ;2; ;1;1;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;2712;1716,73619874117;010150014303;010150014303121
1;10150; 10150014303;13;1;1;1;1;1;1;1;1;3;2; ;2; ;1;1;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2712;1716,73619874117;010150014303;010150014303131
1;10150; 10150018405;2;1;1;1;1;2;2; ;1;4;1;1;1;1;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2711;1490,13869301537;010150018405;010150018405021
1;10150; 10150018405;4;1;2; ;1;2;1;1;1;1;2; ;2; ;1;2;1;1;1;1;2; ;2; ;1;1;1;2; ;1;2711;1500,67292593192;010150018405;010150018405041
1;10150; 10150018405;6;1;2; ;1;1;2; ;1;3;1;2;1;1;2; ;1;1;1;1;2; ;2; ;1;2; ;2; ;1;2711;1500,67292593192;010150018405;010150018405061
1;10150; 10150018405;10;1;1;1;1;4;1;1;1;6;1;4;2; ;1;2;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2711;1500,67292593192;010150018405;010150018405101
1;10150; 10150018405;14;1;2; ;1;1;1;1;1;2;1;1;2; ;1;1;1;1;1;1;1;1;2; ;1;1;1;2; ;1;2711;1490,13869301537;010150018405;010150018405141
1;10150; 10150018405;15;1;2; ;1;2;1;1;1;4;1;2;2; ;1;1;1;1;1;1;1;1;2; ;1;1;4;2; ;1;2711;1490,13869301537;010150018405;010150018405151
1;10150; 10150024401;2;1;2; ;1;1;1;1;1;3;2; ;1;2;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;2711;2481,78514137313;010150024401;010150024401021
1;10150; 10150024401;4;1;2; ;1;1;1;1;1;1;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;2711;2464,36382172626;010150024401;010150024401041
1;10150; 10150024401;6;1;1;1;1;1;1;1;1;4;2; ;1;1;2; ;1;1;1;1;2; ;2; ;1;1;2;2; ;1;2711;2464,36382172626;010150024401;010150024401061
1;10150; 10150024401;8;1;1;1;2; ;2; ;1;3;2; ;1;1;2; ;1;1;1;1;2; ;2; ;1;2; ;2; ;1;2711;3035,16906508424;010150024401;010150024401081
1;10150; 10150024401;10;1;2; ;1;1;2; ;1;2;2; ;2; ;1;3;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2711;2481,78514137313;010150024401;010150024401101
1;10150; 10150029701;4;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;2712;1623,93964745786;010150029701;010150029701041
1;10150; 10150029701;6;1;2; ;2; ;1;1;1;1;1;1;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;2712;1623,93964745786;010150029701;010150029701061
1;10150; 10150029701;8;1;1;1;1;1;1;1;1;2;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2712;1612,54012248934;010150029701;010150029701081
1;10150; 10150029701;10;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;2712;1623,93964745786;010150029701;010150029701101
1;10150; 10150029701;12;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2712;1612,54012248934;010150029701;010150029701121
1;10150; 10150029701;14;1;2; ;1;2;2; ;1;4;1;1;1;1;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2712;1612,54012248934;010150029701;010150029701141
1;10150; 10150049403;2;1;2; ;1;1;2; ;1;2;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;2712;1531,91311636488;010150049403;010150049403021
1;10150; 10150049403;8;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;2712;1531,91311636488;010150049403;010150049403081
1;10150; 10150049403;10;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;2712;2172,30905047159;010150049403;010150049403101
1;10150; 10150049403;12;1;2; ;1;1;2; ;1;2;2; ;2; ;1;2;1;1;1;1;2; ;2; ;2;2; ;2; ;1;2712;1886,74061037402;010150049403;010150049403121
1;10150; 10150049403;13;1;2; ;1;1;1;1;1;2;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2;2; ;2; ;1;2712;1531,91311636488;010150049403;010150049403131
1;10150; 10150049403;14;1;2; ;1;2;2; ;1;2;2; ;2; ;1;2;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2712;2172,30905047159;010150049403;010150049403141
1;10150; 10150052901;4;1;2; ;1;1;1;1;1;2;1;2;2; ;1;1;1;1;1;1;2; ;2; ;2;2; ;2; ;1;2712;1484,7448205329;010150052901;010150052901041
1;10150; 10150052901;8;1;2; ;1;1;1;1;1;2;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;2712;1484,7448205329;010150052901;010150052901081
1;10150; 10150052901;10;1;1;1;1;1;1;1;1;3;2; ;1;1;2; ;1;1;1;1;2; ;2; ;1;1;2;2; ;1;2712;1815,81051223966;010150052901;010150052901101
1;10150; 10150052901;12;1;1;1;1;1;2; ;1;4;2; ;1;1;2; ;1;1;1;1;1;1;2; ;1;1;1;2; ;1;2712;1474,32239770454;010150052901;010150052901121
1;10150; 10150052901;13;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;2; ;2; ;2;2712;1484,7448205329;010150052901;010150052901131
1;10150; 10150052901;16;1;2; ;2; ;1;1;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2;2; ;2;2712;1484,7448205329;010150052901;010150052901161
1;10150; 10150071001;2;1;2; ;1;1;1;1;1;3;1;1;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;2711;1815,94034734619;010150071001;010150071001021
1;10150; 10150071001;4;1;2; ;1;1;2; ;1;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2711;1815,94034734619;010150071001;010150071001041
1;10150; 10150071001;6;1;2; ;1;1;2; ;1;3;1;2;2; ;1;1;1;1;1;1;2; ;2; ;2;2; ;2; ;1;2711;1815,94034734619;010150071001;010150071001061
1;10150; 10150071001;10;1;2; ;1;2;2; ;1;3;2; ;2; ;1;1;1;1;1;1;1;1;2; ;2;1;1;2; ;1;2711;1803,19304028751;010150071001;010150071001101
1;10150; 10150071001;12;1;1;2;1;2;1;1;1;2;2; ;1;1;1;1;1;1;1;1;1;1;2; ;1;1;1;2; ;1;2711;2220,85541347627;010150071001;010150071001121
1;10150; 10150071001;13;1;2; ;1;1;2; ;1;2;2; ;1;1;1;1;1;1;1;1;2; ;2; ;2;1;1;2; ;1;2711;2220,85541347627;010150071001;010150071001131
2;10150; 10150900601;2;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;336,307843414852;010150900601;010150900601021
2;10150; 10150900601;6;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;336,307843414852;010150900601;010150900601061
2;10150; 10150900601;10;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0122;336,307843414852;010150900601;010150900601101
2;10150; 10150900601;12;1;2; ;2; ;2; ;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;336,307843414852;010150900601;010150900601121
2;10150; 10150900601;13;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0122;336,307843414852;010150900601;010150900601131
2;10150; 10150900601;14;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0122;341,341991473819;010150900601;010150900601141
1;10151; 10151001001;2;1;2; ;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0112;731,447251937196;010151001001;010151001001021
1;10151; 10151001001;4;1;2; ;2; ;1;1;1;1;1;2;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0112;731,447251937196;010151001001;010151001001041
1;10151; 10151001001;6;1;2; ;2; ;1;1;1;4;1;1;1;1;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;1;0112;1037,21906180695;010151001001;010151001001061
1;10151; 10151001001;8;1;2; ;2; ;1;1;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;2;0112;736,618069763881;010151001001;010151001001081
1;10151; 10151001001;15;1;2; ;2; ;1;1;1;2;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0112;736,618069763881;010151001001;010151001001151
1;10151; 10151001001;16;1;2; ;1;1;1;1;1;4;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0112;731,447251937196;010151001001;010151001001161
2;10151; 10151901601;2;1;2; ;1;1;1;1;1;2;1;1;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;346,76011832261;010151901601;010151901601021
2;10151; 10151901601;4;1;2; ;1;1;2; ;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;341,646063151596;010151901601;010151901601041
2;10151; 10151901601;6;1;1;1;2; ;2; ;1;4;1;2;2; ;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;1;0122;507,192344091732;010151901601;010151901601061
2;10151; 10151901601;8;1;2; ;2; ;1;1;1;2;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0122;346,76011832261;010151901601;010151901601081
2;10151; 10151901601;12;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;341,646063151596;010151901601;010151901601121
2;10151; 10151901601;13;1;2; ;2; ;2; ;1;2;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;2; ;2; ;1;0122;346,76011832261;010151901601;010151901601131
1;10152; 10152000203;2;1;2; ;2; ;2; ;1;4;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0112;982,157426351841;010152000203;010152000203021
1;10152; 10152000203;4;1;1;3;1;3;2; ;1;3;1;3;1;3;1;1;1;1;2; ;2; ;2; ;1;1;1;2; ;1;0112;982,157426351841;010152000203;010152000203041
1;10152; 10152000203;6;1;2; ;1;1;1;1;1;4;1;2;2; ;1;2;1;1;1;1;2; ;2; ;1;1;2;2; ;1;0112;982,157426351841;010152000203;010152000203061
1;10152; 10152000203;8;1;1;2;2; ;1;1;1;3;1;1;2; ;1;1;1;2;2; ;2; ;2; ;1;1;1;2; ;1;0112;982,157426351841;010152000203;010152000203081
1;10152; 10152000203;10;1;2; ;1;1;2; ;1;3;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0112;982,157426351841;010152000203;010152000203101
1;10152; 10152000203;12;1;2; ;1;2;2; ;1;4;1;2;2; ;2; ;1;1;2; ;2; ;2; ;1;1;1;2; ;1;0112;975,263002582928;010152000203;010152000203121
2;10155; 10155900201;2;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0122;362,998942098571;010155900201;010155900201021
2;10155; 10155900201;4;1;2; ;2; ;2; ;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;362,998942098571;010155900201;010155900201041
2;10155; 10155900201;8;1;2; ;2; ;1;1;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;2;0122;362,998942098571;010155900201;010155900201081
2;10155; 10155900201;10;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;2;0122;362,998942098571;010155900201;010155900201101
2;10155; 10155900201;12;1;2; ;1;1;1;1;1;3;1;2;1;1;2; ;1;2;2; ;2; ;2; ;1;2; ;2; ;2;0122;368,432625717773;010155900201;010155900201121
2;10155; 10155900201;15;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;590,239021040162;010155900201;010155900201151
2;10157; 10157000103;2;1;2; ;1;1;1;1;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;373,675381572058;010157000103;010157000103021
2;10157; 10157000103;4;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;379,268879415354;010157000103;010157000103041
2;10157; 10157000103;6;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;373,675381572058;010157000103;010157000103061
2;10157; 10157000103;8;1;2; ;1;1;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0122;554,741626350332;010157000103;010157000103081
2;10157; 10157000103;10;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;373,675381572058;010157000103;010157000103101
2;10157; 10157000103;12;1;2; ;1;1;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;607,598992247225;010157000103;010157000103121
2;10157; 10157000104;2;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;373,675381572058;010157000104;010157000104021
2;10157; 10157000104;4;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;373,675381572058;010157000104;010157000104041
2;10157; 10157000104;6;1;2; ;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;373,675381572058;010157000104;010157000104061
2;10157; 10157000104;8;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0122;373,675381572058;010157000104;010157000104081
2;10157; 10157000104;10;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0122;379,268879415354;010157000104;010157000104101
2;10157; 10157000104;12;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;373,675381572058;010157000104;010157000104121
2;10157; 10157902102;2;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0121;436,553450586587;010157902102;010157902102021
2;10157; 10157902102;4;1;2; ;2; ;1;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0121;443,088162009284;010157902102;010157902102041
2;10157; 10157902102;6;1;2; ;2; ;2; ;1;2;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0121;648,087573091975;010157902102;010157902102061
2;10157; 10157902102;8;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0121;436,553450586587;010157902102;010157902102081
2;10157; 10157902102;10;1;1;1;2; ;2; ;1;2;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0121;709,839207288825;010157902102;010157902102101
2;10157; 10157902102;12;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0121;436,553450586587;010157902102;010157902102121
2;10158; 10158900603;2;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0122;373,675381572058;010158900603;010158900603021
2;10158; 10158900603;6;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0122;373,675381572058;010158900603;010158900603061
2;10158; 10158900603;8;1;2; ;2; ;2; ;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;1;0122;607,598992247225;010158900603;010158900603081
2;10158; 10158900603;10;1;2; ;1;2;2; ;1;2;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0122;373,675381572058;010158900603;010158900603101
2;10158; 10158900603;12;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0122;379,268879415354;010158900603;010158900603121
2;10158; 10158900603;13;1;2; ;1;1;2; ;1;2;1;1;2; ;2; ;1;1;1;1;1;1;2; ;1;1;1;2; ;1;0122;379,268879415354;010158900603;010158900603131
2;10159; 10159900302;2;1;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2;2; ;2; ;1;0121;355,479238334792;010159900302;010159900302021
2;10159; 10159900302;8;1;2; ;2; ;2; ;2; ;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;1;1;2; ;2;0121;355,479238334792;010159900302;010159900302081
2;10159; 10159900302;10;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0121;355,479238334792;010159900302;010159900302101
2;10159; 10159900302;12;1;2; ;1;1;1;1;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0121;360,800360493274;010159900302;010159900302121
2;10159; 10159900302;13;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0121;355,479238334792;010159900302;010159900302131
2;10159; 10159900302;15;1;1;1;1;2;1;1;1;2;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0121;355,479238334792;010159900302;010159900302151
2;10160; 10160000104;2;1;2; ;1;1;1;1;1;3;1;1;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0123;370,272948523556;010160000104;010160000104021
2;10160; 10160000104;6;1;1;1;2; ;1;1;1;4;2; ;1;1;2; ;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0123;370,272948523556;010160000104;010160000104061
2;10160; 10160000104;8;1;1;1;1;1;2; ;1;1;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;2; ;2; ;1;0123;364,812123627535;010160000104;010160000104081
2;10160; 10160000104;10;1;1;1;2; ;1;1;1;2;1;1;1;1;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;1;0123;541,583633157892;010160000104;010160000104101
2;10160; 10160000104;12;1;2; ;1;1;1;1;1;2;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0123;370,272948523556;010160000104;010160000104121
2;10160; 10160000104;13;1;2; ;1;1;1;1;1;3;1;2;2; ;2; ;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0123;370,272948523556;010160000104;010160000104131
2;10161; 10161901301;2;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0121;299,350937545088;010161901301;010161901301021
2;10161; 10161901301;4;1;2; ;2; ;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;1;1;2; ;2;0121;303,831882520652;010161901301;010161901301041
2;10161; 10161901301;8;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0121;303,831882520652;010161901301;010161901301081
2;10161; 10161901301;14;1;2; ;2; ;2; ;1;2;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0121;486,746884998052;010161901301;010161901301141
2;10161; 10161901301;16;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0121;299,350937545088;010161901301;010161901301161
2;10162; 10162900701;2;1;1;1;1;1;1;1;1;3;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;1;1;2; ;1;0123;413,834471879268;010162900701;010162900701021
2;10162; 10162900701;4;1;2; ;1;1;2; ;1;3;1;2;2; ;2; ;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0123;407,73119699548;010162900701;010162900701041
2;10162; 10162900701;8;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0123;413,834471879268;010162900701;010162900701081
2;10162; 10162900701;10;1;2; ;1;1;2; ;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;1;2; ;2; ;1;0123;662,974005298328;010162900701;010162900701101
2;10162; 10162900701;12;1;1;1;2; ;2; ;1;4;1;2;1;2;1;1;1;1;1;1;2; ;2; ;2;2; ;2; ;1;0123;413,834471879268;010162900701;010162900701121
2;10162; 10162900701;13;1;1;1;2; ;1;1;1;2;1;1;2; ;2; ;1;1;1;1;2; ;2; ;1;2; ;2; ;2;0123;605,29935470588;010162900701;010162900701131
2;10164; 10164000102;2;1;2; ;1;1;2; ;1;1;2; ;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0123;343,352586943562;010164000102;010164000102021
2;10164; 10164000102;6;1;1;1;1;1;1;1;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;1;1;1;2; ;1;0123;509,725772383899;010164000102;010164000102061
2;10164; 10164000102;8;1;2; ;1;2;1;1;1;4;1;1;2; ;1;1;1;1;1;1;2; ;2; ;2;1;1;2; ;1;0123;343,352586943562;010164000102;010164000102081
2;10164; 10164000102;10;1;2; ;2; ;1;1;1;1;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;2;0123;343,352586943562;010164000102;010164000102101
2;10164; 10164000102;12;1;1;1;1;1;1;1;1;4;2; ;2; ;1;2;1;1;1;1;2; ;2; ;1;1;1;2; ;1;0123;348,492186845699;010164000102;010164000102121
2;10164; 10164000102;13;1;2; ;2; ;1;1;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0123;348,492186845699;010164000102;010164000102131
2;10165; 10165901001;2;1;2; ;2; ;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2;2; ;2; ;1;0123;986,797237474454;010165901001;010165901001021
2;10165; 10165901001;2;2;2; ;1;2;1;2;1;1;2; ;2; ;1;1;2; ;2; ;2; ;2; ;2;2; ;2; ;2;0123;986,797237474454;010165901001;010165901001022
2;10165; 10165901001;6;1;1;1;2; ;2; ;1;2;1;2;2; ;2; ;1;1;2; ;2; ;2; ;2;2; ;2; ;1;0123;674,659092971596;010165901001;010165901001061
